Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
1323,155,2473,988,989,395,55
1391,1563,1681,560,1194,0,38
1363,391,1517,1172,1035,76,33
906,190,1682,1175,1522,0,57
698,157,3481,1167,1180,0,65
1401,1687,866,1531,947,0,43
1329,64,2340,1207,1445,379,47
1423,1447,1488,1939,1711,20,55
1369,135,1439,1193,1288,0,49
1411,1604,2723,643,835,11,29
1333,366,2383,1325,1414,5,67
681,169,1652,939,1342,0,43
1373,802,2629,472,755,141,55
1347,244,2012,1223,1610,176,50
1366,263,1746,833,710,0,46
1290,796,878,915,729,1118,49
1373,-16,1800,1157,1185,213,62
1373,1176,2306,1754,956,0,58
1380,657,1232,1382,1185,0,70
1389,1078,1393,1912,1536,60,62
678,217,1795,1281,939,0,34
1386,565,2178,1178,1197,28,38
1308,195,1137,1080,746,902,45
1410,1399,1564,862,697,0,47
1372,96,3368,254,741,741,35
1353,367,2460,1550,745,126,59
1415,967,2119,958,1561,339,68
1404,1718,2255,1652,940,161,59
1358,292,1757,1590,1828,0,66
1380,1728,867,1607,750,0,58
1417,1327,1906,1801,1177,0,70
1394,1219,979,1939,1651,0,63
1419,965,1008,1702,1091,0,72
1355,745,1901,1030,1094,303,38
1372,116,1337,1402,1800,88,56
1397,1796,1688,710,940,0,79
668,188,3347,325,909,16,25
1381,826,2543,657,2164,88,49
1295,180,1858,1228,1435,711,72
686,323,1486,599,942,2,53
1384,1201,2331,1819,1314,44,71
1330,1868,1600,970,1153,612,39
1379,1166,1592,1359,1476,0,56
1423,366,1321,1557,1267,0,69
1424,181,2953,1317,1046,0,67
1367,645,3069,417,633,707,37
1388,857,1875,1870,2127,107,60
1410,461,1949,1387,875,0,32
1299,606,1523,1028,839,823,43
1401,1846,2710,1695,1216,161,84
1365,575,1609,1241,832,0,34
684,-5,2895,445,1849,0,30
1342,27,1201,1172,595,374,47
690,140,1765,1213,1195,439,68
1420,93,1497,583,680,0,39
1376,662,2309,1208,1455,86,65
1424,1166,1174,1445,1208,0,79
1328,885,1921,1381,1045,48,64
1406,515,3040,690,1237,0,45
674,379,1710,1141,1124,50,36
1321,803,2157,1817,1128,55,69
1380,1260,2858,821,1134,48,58
1396,277,2349,1849,1005,0,68
1414,184,1709,386,518,79,44
1361,227,1423,1325,782,761,50
1388,79,1210,1237,1814,0,54
1390,2265,637,827,1021,703,42
1403,2456,2078,1814,1220,0,79
1375,920,1088,1343,1214,108,67
691,492,2107,1243,1211,91,68
1421,574,2279,1174,996,353,69
713,511,2860,796,1219,0,60
1366,2305,2431,1477,815,272,58
674,77,2059,1172,1123,431,60
651,221,1841,1304,1035,0,43
1360,878,3337,431,1478,431,39
1415,332,1809,1765,1279,271,80
1419,32,2777,780,1400,0,77
1318,1190,2395,1462,872,94,31
1406,384,2031,797,653,269,45
1370,2362,1614,729,696,855,46
1393,1743,1990,1634,865,0,64
1396,762,2585,1593,952,0,31
1394,464,1949,1226,754,0,63
1421,1481,2319,2005,1126,0,72
1394,1409,2659,1641,1563,0,76
681,290,2112,307,1052,0,53
1333,1127,1573,1214,898,0,53
1302,551,1409,1179,890,717,33
1371,152,2831,1219,1376,253,50
1391,1357,925,1307,1285,0,36
701,20,2238,1352,1253,740,68
1314,3,2382,1318,1565,389,60
1413,232,1890,1843,1306,82,66
1417,244,2041,644,1064,0,80
1340,1199,1577,930,1103,22,61
1263,826,1466,1197,1192,383,54
1395,2244,1936,923,1061,0,83
692,1,1949,1214,1285,16,37
1429,1983,1194,928,1309,0,49
1387,1738,1680,1291,805,111,37
1328,614,1122,1091,948,0,53
692,375,2158,1265,1243,7,35
1322,887,1381,459,479,1067,56
1408,821,2226,886,1107,13,34
1429,1142,1262,1313,1516,0,55
1364,1119,1991,1317,1309,0,49
1385,678,1181,1484,1627,0,62
1344,53,919,787,1741,0,44
1383,-3,1133,1483,729,0,39
1389,421,1145,1264,861,0,42
1369,870,1125,1563,969,0,36
1363,660,1106,1078,743,0,37
1352,171,1771,1459,1500,99,70
1393,1813,833,1775,1650,0,56
694,2415,1459,1490,1435,0,67
1277,384,1542,1204,1228,500,50
1391,1009,1677,1343,1138,0,62
1372,686,1630,1238,965,450,59
1297,256,2345,1266,1200,91,55
671,458,1807,391,499,421,45
1414,1556,1152,1677,1174,0,67
1401,2591,940,1366,973,0,68
1358,361,3979,432,1351,82,30
670,304,3309,311,735,246,25
1354,357,1208,1086,644,713,34
1351,860,2269,1233,1588,635,66
1349,453,1580,1059,908,0,37
1386,242,1868,1186,1061,214,39
636,1411,1662,1676,1059,42,45
1324,1185,1677,1158,1191,183,63
1385,177,1184,1119,1029,0,39
1349,206,1772,792,1601,237,47
1383,1522,950,1208,794,0,38
1410,186,1630,1669,1262,0,68
1404,1317,2551,851,924,0,56
1416,1254,2802,826,1590,27,80
1409,1284,1720,792,1382,0,73
1422,595,985,819,1147,0,63
1389,343,1340,1240,1388,0,50
1309,285,1737,1368,904,0,55
1384,1169,2084,422,690,280,48
1396,1506,1653,1654,625,0,67
1408,952,2931,557,932,0,28
1326,1537,828,1339,1209,0,55
1430,1464,754,1359,1224,0,55
1415,648,891,1560,1126,1,71
1411,1464,1546,490,1127,0,64
1388,473,1204,1267,861,0,36
1379,41,2421,1483,1425,326,81
1413,75,1847,397,538,40,44
1380,192,1796,1786,1652,1,66
1392,2585,1686,808,1551,407,43
1388,722,1657,613,1847,0,46
1391,89,1162,1373,748,0,39
1346,774,2623,469,924,702,31
1287,1416,1288,1266,1006,182,52
1358,730,1395,629,1226,224,50
1355,516,1762,1348,1672,0,40
1400,663,2102,1210,703,112,68
1350,1505,787,843,1638,0,44
1387,96,1118,941,857,486,57
1381,1306,979,1227,722,0,39
1352,2419,2539,384,916,629,39
679,601,3357,428,1121,0,34
691,1108,1568,1072,1103,0,65
1338,123,1606,1321,1116,61,66
1413,180,1430,1774,1294,0,68
1367,882,2448,361,1325,0,24
669,224,957,723,1089,524,56
1414,1459,1612,960,1480,1,78
1372,163,1755,1312,996,2,59
1366,2295,1508,918,1192,205,69
1311,246,2178,1274,886,40,52
1325,10,1339,1649,951,457,52
1338,744,1061,1195,1133,0,60
1425,1600,1295,1446,1101,0,64
1371,295,1098,1036,863,0,42
1368,957,1155,1264,1560,1,59
698,1417,1752,939,1212,0,67
672,69,1883,698,979,363,42
690,283,1561,481,1089,0,35
1411,469,1808,370,699,557,49
1369,88,1647,1487,1662,84,66
1360,2196,1440,1401,879,325,50
1405,1234,1756,1584,1537,0,68
1381,374,1360,1709,879,0,55
1367,1290,651,1209,1335,0,59
1369,619,1692,1193,991,66,59
1426,1419,1452,1678,1334,0,73
610,626,3374,322,904,655,36
685,216,1265,606,730,1079,48
684,477,2601,428,1318,188,21
1342,759,2231,1223,1588,680,64
1383,517,863,1518,819,0,36
1385,60,2966,1138,1019,0,64
1411,97,1598,977,1400,0,78
690,667,3050,1234,1090,0,34
1378,748,1179,1709,791,1,44
1374,46,941,1329,1691,0,53
656,2048,1828,1646,1054,169,53
666,88,3959,468,1318,0,31
1406,2297,1342,613,493,120,47
1405,4,3115,434,985,0,59
1329,205,1729,1354,1326,247,58
1426,2071,1143,931,1262,0,49
1426,384,534,1821,1649,0,55
1368,57,1014,1616,1093,0,56
1427,870,1372,1681,1264,0,76
669,421,2380,1199,1351,707,40
1330,116,2499,1142,1637,190,57
1384,1504,1638,387,631,841,50
693,219,3116,526,884,0,34
707,969,1208,1305,1110,58,74
1371,450,2196,863,1649,540,65
1356,144,3591,402,1731,0,26
1397,55,2734,1816,1241,0,81
1389,308,2244,227,572,411,27
1377,1240,1743,1665,736,0,55
1389,514,2598,1840,890,0,60
1377,78,2269,1117,1680,0,49
690,99,1662,384,887,419,37
1341,687,2356,1656,793,486,65
1369,357,1679,1247,1078,416,61
686,199,1147,627,780,757,49
1361,1334,1354,952,688,355,31
702,967,1239,410,730,526,37
1345,1116,1630,1399,714,422,44
692,1720,2262,1131,1051,618,70
1378,1711,2165,1497,860,0,52
678,571,2909,628,956,356,51
1334,279,978,1343,808,103,58
1393,1732,2909,968,1051,0,65
1345,681,1166,726,1242,0,46
1417,387,937,1731,1188,0,78
700,228,2002,1164,1338,0,55
1369,11,1582,1393,1841,0,64
1361,451,1954,1326,1311,45,71
684,945,3186,454,1206,345,31
1385,1712,1548,1833,1593,0,63
1258,207,970,1276,1070,0,61
1412,257,1201,1741,1140,560,65
1374,772,1671,1510,735,0,54
665,1735,2141,1609,1087,0,59
1413,1719,1165,885,983,381,64
708,500,2924,627,977,7,61
1343,346,2670,672,918,723,42
1388,736,1169,1216,1001,0,55
1382,738,1404,1549,740,0,54
1364,2356,1895,1300,1603,178,64
1404,102,1367,1376,1051,0,64
1413,2304,1140,882,961,0,74
1340,575,1363,417,1520,587,49
1366,339,2324,1316,1614,405,52
1423,1954,1685,1069,1516,127,53
1388,990,1158,1184,932,0,53
1321,449,1420,1093,824,747,30
1395,1634,1486,1611,855,0,47
1397,583,1041,1665,1474,0,82
1413,323,2164,753,883,0,50
1349,635,1199,965,1468,142,44
1394,2633,926,1440,902,0,63
1386,891,2597,1684,1115,88,58
679,865,3490,1082,947,627,34
1415,2168,857,1185,1103,0,66
1362,65,1429,1068,759,741,40
1409,45,3085,681,1118,0,45
1404,860,1773,1470,1293,0,66
671,557,2752,452,566,0,49
1396,1902,1768,884,1442,0,67
1396,427,2097,627,510,127,49
1407,2247,2235,1342,1184,0,80
690,415,2046,1262,1341,0,35
1392,146,1304,1862,1819,0,58
1332,745,2172,1761,994,0,53
1357,1445,2692,1477,1267,232,77
1373,58,820,950,1436,0,62
1422,1275,1668,1666,1419,325,67
1368,631,1589,1325,896,6,68
1380,236,1455,684,595,811,44
1386,1149,1212,1496,876,192,40
1407,537,1323,956,1083,54,72
1370,598,1310,1725,1165,0,59
670,624,3590,464,1981,0,54
1340,520,1797,396,1723,0,37
697,1585,873,1279,1315,0,66
1395,1047,2151,1727,981,188,49
1400,2068,2360,1562,841,0,63
1401,382,2151,1655,739,104,55
684,239,1358,610,760,952,49
1418,2027,878,1170,1158,0,66
690,1294,1577,480,1222,0,57
1371,2275,1592,788,672,825,26
1371,79,1196,1126,912,0,38
1391,35,2797,1719,1530,131,76
1415,348,1347,960,1421,5,75
1383,492,1254,1666,790,107,55
1343,325,1747,1934,1575,218,72
1376,830,1105,1018,952,263,63
1334,868,1672,1245,1002,0,35
1358,0,1196,1525,738,315,42
1395,102,1933,1083,1886,405,54
653,477,1941,902,914,847,47
1370,1090,917,839,677,0,55
656,299,3800,444,1206,449,27
1417,1267,1139,413,1102,0,60
1407,288,1727,1061,1044,310,77
1380,2258,1076,1267,914,0,40
1411,295,1360,1856,1194,466,66
681,146,2109,304,1041,91,51
1369,1343,1285,1263,1538,393,68
1376,546,718,1092,1357,0,64
1411,594,2466,791,1122,58,65
1338,172,1675,1229,1778,56,41
1375,2074,1015,1300,1121,0,57
1423,631,2037,1243,1120,77,68
1382,1,1021,1437,756,0,39
1387,994,1392,2010,2379,0,57
1309,279,597,426,734,1069,50
1409,382,853,546,982,721,66
1336,590,2578,1214,1410,684,45
1416,1023,1191,1785,1188,316,81
1391,2033,2424,1037,448,0,67
1417,371,1577,632,1383,0,61
1371,508,2248,1672,845,0,63
1408,2260,1292,913,1447,0,75
1425,145,2042,1954,1585,7,65
1371,300,2939,347,919,0,30
1351,79,1520,1084,763,746,44
1379,396,2502,1295,1319,0,43
689,519,2125,1291,1019,250,62
1380,110,1136,1102,1181,0,32
1346,178,1689,799,1665,45,50
1426,158,1228,1652,1282,0,77
1386,121,1194,1194,926,0,49
1411,729,1311,923,1441,0,70
1383,128,2353,1656,648,19,68
1431,1114,1015,1048,1018,0,58
1366,582,2552,1714,902,0,44
1386,647,1569,1508,1507,0,75
1368,2405,2629,434,1013,308,38
671,144,2864,1138,906,13,34
1407,334,2586,1200,1443,0,69
679,545,1570,1198,1128,0,61
1347,1063,1158,960,1243,518,46
1389,2048,1538,1677,1072,0,76
696,93,2224,1255,1189,403,72
1299,309,1925,1145,1029,399,31
1405,1092,1858,1696,1030,0,66
1358,93,1305,1201,1099,0,34
1350,926,2317,290,664,4,51
1417,571,2451,1752,1496,0,81
1370,256,2145,1258,1293,0,58
1389,477,1487,1876,1829,0,62
1424,2062,2325,1069,800,0,59
1397,357,2010,1041,641,51,49
1362,1227,2344,1899,981,114,57
1366,608,926,784,717,852,53
1404,869,1708,957,1120,0,70
1338,326,1383,1518,889,66,43
646,59,2079,794,1455,398,59
1388,694,1059,1820,962,272,56
1421,718,1323,1199,1610,0,52
1398,-18,1389,1815,994,0,66
693,496,811,859,1603,0,38
696,52,1829,1272,1182,0,70
1407,1144,1338,890,614,0,48
1343,733,1516,1329,1933,0,43
1420,2106,1873,716,1320,141,76
1393,1406,1069,1268,1137,0,73
669,1757,3675,769,1251,237,63
664,1380,2016,1288,1322,452,56
1385,456,2341,968,1422,79,74
1416,570,2743,1442,1503,0,71
1405,1493,1721,1319,1290,205,48
1362,352,2229,622,1435,7,37
1340,274,1626,897,861,540,66
707,258,1774,1375,1021,0,64
1370,820,1802,939,1008,276,43
1385,156,2749,1005,1012,115,55
1391,234,1648,1694,1139,0,76
1404,121,1201,535,1112,0,47
1333,688,1844,1282,824,0,41
1396,1845,2822,410,959,0,40
1397,1088,2191,790,1304,26,77
690,212,3677,593,967,0,33
676,347,3467,434,1039,6,24
1425,1571,2002,1654,1314,0,79
1363,634,1980,1861,1148,2,73
1399,764,2105,886,1297,0,69
1379,121,1102,927,785,369,57
1375,289,1529,1778,1249,0,51
1412,2257,1546,790,1083,0,69
1428,529,1603,1822,1559,0,62
1384,379,1364,1599,782,0,42
661,704,1731,660,812,577,54
1423,172,1617,1436,1462,16,72
1394,17,1131,1660,1403,0,85
1360,882,2359,777,879,0,25
1390,2158,2448,576,1829,204,37
1401,104,3070,1842,1554,44,67
1393,930,1588,1673,2249,0,55
1340,176,1644,1376,1277,0,57
1412,2067,811,648,847,0,69
1401,42,2187,879,1430,56,65
682,158,3345,462,1688,67,31
1373,800,2150,1607,734,268,53
1364,785,1306,1034,1091,5,31
633,218,3873,484,1428,352,34
1281,1164,1671,1269,1235,739,62
677,761,2479,1155,1002,0,53
1391,1730,1880,1513,781,0,56
1378,379,1533,1180,1675,0,66
1397,155,3518,726,1014,11,54
692,2241,2160,986,1090,494,41
1307,45,1482,1207,1560,537,46
1396,962,1559,1611,852,0,48
1384,404,1469,1022,1271,0,40
1386,673,2060,587,1748,126,52
1352,1477,1490,1254,858,45,33
1331,188,1089,1631,782,561,50
1370,2396,1766,1701,1262,55,74
1334,268,2248,1623,676,689,66
1392,72,1582,1868,1769,0,55
692,40,3341,404,788,89,29
1395,2232,1416,1630,741,0,56
1383,-6,2207,1391,1111,0,70
1425,1465,1180,1925,1697,0,56
1376,429,1167,1800,845,0,43
1405,1106,1701,1635,1165,0,60
1428,1448,2082,1795,1623,8,57
1413,1703,1514,470,1129,0,64
1391,1213,1091,1173,1334,0,35
1370,1142,903,1301,1315,0,63
1402,1675,2300,1481,925,22,44
1380,891,944,1186,888,0,33
1385,396,2313,2004,2172,0,63
1398,631,1469,1335,1055,0,59
1337,351,1710,1233,1572,0,47
1424,400,1738,907,1019,0,65
1384,2409,1171,793,870,248,41
1330,265,2677,1788,1080,185,47
662,791,1188,1298,1068,0,54
1386,1260,1038,1783,835,0,54
687,318,3126,1302,1627,0,38
1312,466,1015,907,710,1038,30
1339,12,1174,929,860,717,34
1364,88,2042,893,1396,454,63
1326,1746,2110,1053,1067,251,29
1401,784,1116,1207,662,657,28
1392,46,1892,1432,946,20,45
1365,861,1573,937,716,827,28
1379,1149,779,416,883,2,57
1380,2427,550,915,1281,0,63
1356,386,2413,466,814,451,59
682,1004,2519,1175,902,0,57
1419,2557,789,1086,1073,0,62
1346,698,1224,987,921,0,38
708,1979,3973,515,1272,3,62
1377,236,1110,1150,596,0,62
1345,779,1337,377,1657,698,45
1375,1106,1782,970,1353,520,60
1427,2576,386,971,1198,0,53
1385,1375,1279,1331,720,0,51
1349,688,1372,1219,1426,0,63
1390,84,1200,1398,1519,96,54
1399,286,2500,967,1413,202,76
1405,264,1834,1251,1249,293,78
1367,1367,1283,1637,1719,0,63
1375,1024,2293,738,1200,1,39
1425,1983,935,1041,1307,0,50
1356,781,1101,1314,730,0,41
1337,776,2007,1281,1132,8,63
697,488,1890,903,981,202,61
1384,1489,1082,1231,916,80,40
1275,1771,1016,930,1261,590,44
1354,1127,2742,709,1130,400,84
1369,773,1847,1237,1462,41,72
1424,69,2304,1793,1561,6,65
1344,2595,2750,1808,1026,4,68
1353,161,3293,725,960,377,50
1423,873,1684,1992,1783,16,69
1349,191,1299,495,1362,185,39
1392,861,1145,1507,1332,0,86
1378,1523,1335,1531,847,0,42
1423,1197,1569,464,410,767,47
1261,19,3565,442,949,0,38
676,41,1598,945,1342,0,43
1358,646,1396,624,1269,382,50
691,2257,2255,1017,1293,158,41
1393,196,3823,510,664,0,38
1410,750,2560,1529,1026,0,68
669,334,3873,437,1312,182,31
1425,1216,783,1929,1698,0,68
1364,658,1304,221,633,829,45
1417,384,1097,1762,1176,2,77
1407,1051,1863,1699,1162,15,80
707,243,1485,1137,902,404,64
1379,578,1246,1728,797,0,39
1423,1267,1097,1139,839,0,62
1413,34,2003,1487,1326,114,82
1389,1020,1911,615,1880,491,47
1376,711,1786,1142,1290,687,37
1391,541,1564,1672,1417,0,69
1418,1498,1759,679,868,104,43
695,863,2859,381,630,0,40
1304,377,1624,1282,1193,354,51
1310,165,1981,1313,1375,672,56
1393,1242,1645,1634,882,0,52
1344,182,1153,381,1326,0,51
1373,523,2846,1789,1610,305,77
1417,1703,1690,1706,1263,0,71
1202,584,2353,393,567,1,42
1416,459,1837,1251,1151,0,39
1410,448,1947,1388,873,0,32
690,274,2049,1146,1055,0,33
1394,566,1804,626,1530,0,49
1413,249,1019,1412,1386,0,76
1401,1385,1069,885,1096,0,76
1373,1208,934,1411,1719,0,56
1425,2021,1546,1391,901,0,60
1386,537,1572,1663,899,0,52
1393,333,2528,595,599,0,34
1410,1860,2281,640,899,441,27
699,359,1883,1364,1248,0,64
1355,609,1949,832,1359,558,80
1375,1462,712,1209,1386,7,61
1420,1056,1457,1932,1103,0,65
1318,822,1738,928,1423,596,54
1403,801,1866,1662,1278,0,80
1422,118,2315,771,1385,0,76
1315,0,1455,1177,1503,558,43
1362,1459,2615,1227,1404,0,60
1390,1346,821,1547,1549,0,58
1385,145,1673,1257,753,0,66
1363,419,2276,1564,1119,329,51
1380,445,2532,460,708,0,53
1396,736,2585,1681,1085,0,81
671,1085,2080,425,481,647,43
1346,1224,1562,801,571,597,50
1296,751,948,920,693,696,52
1354,457,2057,1029,882,0,33
1402,517,2568,1849,879,308,59
1420,6,2175,1963,1934,0,67
1407,1270,1760,876,1029,0,61
1399,1671,1161,1203,1935,0,59
667,1637,2875,298,743,0,25
1408,1332,2028,1852,1184,0,56
691,98,1747,1221,1090,13,34
1425,1631,1718,1673,1266,54,81
1392,1234,1263,1604,661,938,67
1387,986,1264,1378,1111,195,43
679,538,3354,417,1084,0,22
1355,1154,1925,1523,889,240,51
1404,142,2394,937,1203,252,67
1409,626,2582,1737,1610,0,56
691,16,1370,1276,1208,0,35
1393,1094,1276,1649,587,0,44
1425,1662,542,807,987,401,63
1375,1482,1418,1691,828,0,49
1337,374,2041,832,792,722,54
694,1087,1241,1043,1106,17,31
700,1176,1962,476,835,367,60
1402,882,1610,1841,1840,120,59
1401,1834,1659,1583,1006,0,61
1371,816,2369,1210,1231,0,44
1349,207,938,809,1586,0,41
1425,1129,1018,1464,1424,0,54
1365,650,1436,1324,867,0,48
1356,857,1116,1302,1098,0,52
670,346,2883,1117,1193,35,35
1257,509,1705,1610,648,657,54
1375,986,2471,468,753,276,54
1376,218,1104,1646,1654,0,59
668,20,1810,372,474,107,42
1427,1267,1784,1970,1584,21,73
701,446,2007,1165,1356,0,58
1388,1021,3622,1732,1577,251,77
1405,244,2017,1284,1253,253,77
1348,351,925,381,1321,0,47
1393,174,1463,1730,1147,0,49
1390,1509,949,930,1069,0,37
670,228,2957,535,1086,237,36
1387,842,1159,1238,1007,0,57
1351,551,1280,1015,1063,0,30
1388,879,2989,560,1194,0,34
695,2683,2490,1441,1495,0,74
1382,1406,2408,1892,982,0,59
1369,2041,1959,810,1501,189,63
651,162,3756,485,2029,382,51
672,124,1669,792,1184,290,61
1389,650,1954,1860,1525,0,53
1390,1088,1512,1863,1504,0,59
673,426,2231,1214,1704,392,38
1349,217,2101,1222,1596,18,47
1400,1132,2935,1815,1561,23,80
1340,700,1520,1127,856,0,52
1319,424,1870,1245,1695,635,54
1380,1139,1643,2005,2227,0,61
1394,880,1723,1882,1934,26,55
1424,193,1592,715,521,0,49
1346,217,1963,1193,1194,2,36
1430,1640,664,965,1438,0,53
1382,444,1447,1263,1682,0,63
1337,57,1144,1567,788,818,50
1367,416,1483,1576,977,0,44
1377,655,1513,1094,807,14,41
1418,504,2095,1808,1745,0,65
1318,871,1636,844,1477,704,56
1424,292,1758,655,498,176,50
1409,596,1566,665,609,767,51
1384,102,1208,1228,1100,559,47
692,414,3135,1195,822,0,29
1386,1917,1059,406,596,788,50
1366,78,1744,1210,1558,0,65
1411,1491,989,614,602,0,45
1369,989,1187,1181,1276,0,48
1344,125,1350,795,1732,0,54
1385,493,1248,1048,1142,46,45
1395,1765,1075,1314,894,0,49
1336,-11,2694,1169,1274,678,61
1369,408,3050,542,1190,471,64
1380,47,2638,535,674,0,57
1383,344,1887,1357,1068,156,55
1372,2543,1512,851,819,0,50
1099,609,1376,958,1259,508,66
1323,311,1555,1220,894,475,32
1413,2040,1270,1676,1086,0,67
1376,882,648,1232,1372,0,58
1330,1187,2062,408,589,555,50
1367,182,1350,1643,887,0,49
1368,1096,1099,1149,1043,649,65
1411,1626,1215,874,1078,665,63
679,1712,2167,475,1570,0,49
1352,307,717,789,1794,0,34
1362,1316,2339,1818,1117,287,69
1395,908,956,1646,1304,0,35
1418,911,1461,371,590,237,45
688,357,1473,476,772,891,36
1359,2659,1965,754,1128,458,72
1371,422,3003,713,1052,516,50
1367,1396,544,662,1244,0,44
693,597,2665,520,1086,0,30
1296,606,1155,1070,845,776,56
1370,719,1282,1697,1194,0,56
1319,2472,2654,1824,1063,25,65
1427,1938,1268,964,1311,0,50
670,416,2740,477,1612,498,46
1327,549,2545,547,1832,240,52
1410,546,1617,1398,876,0,30
1370,271,1471,1491,1048,0,44
953,1895,2275,1424,996,2,54
1398,2390,1712,826,1018,517,60
701,1688,1818,1603,1433,0,76
1354,744,1579,286,530,0,54
1357,441,1748,1071,724,581,59
1383,88,1223,915,1106,429,52
1391,1833,1578,1512,730,0,56
1371,1046,1359,405,699,0,50
1366,254,1597,1089,605,0,54
1424,575,1076,1499,1518,565,58
1372,1626,2409,1620,1215,61,83
682,485,1636,1345,1334,279,49
1376,646,1343,1703,1353,488,58
671,46,1714,1224,1141,2,33
1289,223,1617,1262,1669,625,50
690,544,2817,1225,1467,16,62
1366,615,1781,725,593,754,43
1391,126,1096,1469,814,0,39
1382,1948,1476,1426,1364,0,65
1375,537,1069,512,818,0,56
1332,329,1858,1279,1158,254,71
1410,140,1437,922,693,0,49
676,1453,2110,477,1696,0,33
1383,19,2705,1624,1492,0,78
1387,134,1372,467,555,586,60
680,600,2283,437,1368,0,28
1422,1231,1225,684,740,0,51
1420,1311,930,1683,1147,0,72
1421,57,1716,1867,1523,28,80
1429,1818,874,1543,1286,0,81
1356,377,1137,1035,1047,0,30
1339,324,1448,1246,779,47,39
1380,1664,1080,1688,788,473,49
1366,234,2465,467,1447,0,38
1059,158,1671,1070,1517,181,59
1353,2426,1699,933,1275,346,39
691,1020,1361,1125,1384,711,31
1387,182,2745,551,769,5,63
1402,488,1511,1808,1147,54,75
687,546,2509,1094,809,0,32
1418,326,1834,1587,1420,0,65
1306,747,1966,436,646,498,54
1370,-18,1173,1355,1634,472,56
1407,268,2216,877,932,11,51
1360,107,1146,723,1452,11,45
1380,49,1023,1667,811,0,50
699,275,2376,1308,1182,414,72
674,197,3236,440,1028,435,24
1344,1525,1393,1014,928,203,43
1428,673,1321,1786,1581,29,48
1354,881,1566,1150,1342,140,49
1414,48,1289,262,1021,536,52
706,132,3311,711,1177,0,73
1385,433,1912,1084,697,0,49
1346,245,1353,1478,1101,911,55
1401,258,1354,1349,966,0,32
1384,1348,1890,1843,960,43,59
1373,61,800,1500,1134,818,73
1367,1672,2487,1433,1200,168,84
1414,1246,1091,924,1319,0,70
1402,2499,966,1436,898,0,63
1369,121,1847,1326,1057,712,66
1380,968,2336,809,1685,289,52
1400,55,1230,1159,1366,0,49
1365,874,1918,1217,852,113,60
1406,81,1703,1674,1180,0,72
1359,-4,1347,908,1492,0,46
694,109,2240,1272,1174,209,68
1330,662,1601,1268,1272,244,61
1410,1742,1962,946,928,478,58
1312,426,1252,1244,1110,4,53
1353,448,1013,832,1610,600,44
1425,416,1203,1686,1318,0,77
1338,937,1314,1300,847,49,53
1373,2696,2033,599,1145,519,72
684,542,2440,1265,1083,472,37
1353,1812,1324,1663,645,0,47
687,10,2196,731,1025,140,54
1354,409,1264,1120,921,0,34
1408,2276,1515,376,858,261,66
695,258,3554,1003,904,0,33
691,16,1330,1243,1186,0,34
1348,543,2287,1096,1220,0,31
693,61,1721,1283,1299,2,66
1386,545,1320,1818,1608,0,63
1325,111,1795,1227,1373,638,62
1348,60,1288,1384,1751,545,63
1351,922,2967,289,826,216,29
1352,107,1169,1144,842,230,45
1391,1541,1566,560,1395,368,38
1406,696,3214,719,1209,213,42
1409,120,1964,849,841,706,49
1420,192,1754,1719,1346,57,80
1390,292,1257,1318,876,5,35
1412,1512,1645,1740,1306,7,82
1417,1764,918,1477,1053,0,73
1407,2422,850,1448,1247,0,71
675,225,1571,1166,1276,0,39
1366,93,1948,1069,978,0,32
1419,1131,1657,1761,1536,0,58
692,24,1806,1255,1327,105,41
1376,1131,725,1213,1304,0,57
1390,220,2889,1188,1356,300,75
1393,465,1994,1227,768,0,64
1344,108,2330,1117,1386,536,64
1350,122,1334,1369,1199,0,65
1377,2703,991,1500,608,0,31
1424,508,1254,1736,1195,0,76
1327,349,1297,910,741,1213,52
1402,1546,2290,1818,1256,292,77
1384,395,1413,1167,1152,3,39
1345,2039,1350,917,1111,601,53
679,2619,1868,1597,872,0,43
1418,1346,932,1236,1501,0,54
1378,1473,1257,1675,774,0,48
1424,2314,1286,677,895,0,44
1422,2324,327,972,1048,0,47
1425,2329,1252,1166,1253,0,57
1364,-4,1948,1154,1228,528,64
1303,168,2290,1302,1464,493,59
1379,167,1889,1280,865,0,69
1356,1240,852,836,1339,238,39
1402,413,2232,900,1232,0,66
1386,1644,1564,1844,906,0,56
686,428,3731,1088,870,444,35
1395,1900,1438,1623,915,0,44
1421,2217,1367,1291,1443,0,69
1396,971,1088,1689,1031,0,71
1374,96,1072,1590,1213,127,73
1388,132,3876,436,971,119,35
775,422,1298,803,1804,0,44
1424,1122,795,628,608,0,50
681,531,3509,425,959,102,24
1420,1678,1134,409,1071,0,60
1390,1620,1623,579,1394,120,45
1310,428,2166,1080,910,487,34
695,22,2324,1279,1202,694,61
1350,329,2560,1073,1236,34,33
1390,1874,1278,1968,1879,0,63
1426,529,950,1537,1405,0,69
1425,131,1270,1639,1154,0,64
691,472,1914,1006,1031,0,36
1402,337,2496,1526,1252,0,74
698,815,3358,1073,1226,0,68
1296,1059,918,889,972,444,51
1417,1038,1395,369,598,81,45
1363,601,1817,1272,1365,595,67
1396,230,1817,393,439,267,48
1426,1605,881,1436,1123,0,61
1381,2664,1151,1590,630,0,31
1334,656,2869,270,970,253,32
1399,314,2088,1553,1322,774,72
